Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
Birds in an Aquarium,Jean (Hans) Arp,11,"(French, born Germany (Alsace). 1886–1966)",(French),-1886,-1966,(Male),c. 1920,Painted wood,"9 7/8 x 8 x 4 1/2"" (25.1 x 20.3 x 11.4 cm)",Purchase,232.1937,Sculpture,Painting & Sculpture,12/3/37,Y,81181,http://www.moma.org/collection/works/81181,http://www.moma.org/media/W1siZiIsIjIxMDgwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=dcb8442aa634c278,,11.4,,25.1,,,20.3,,
Song of the Vowels,Jacques Lipchitz,3563,"(American, born Lithuania. 1891–1973)",(American),-1891,-1973,(Male),1931,Terra cotta,"14 1/2 x 10 1/2 x 6"" (36.8 x 26.4 x 15.2 cm)",Gift of the artist,257.1937,Sculpture,Painting & Sculpture,12/3/37,Y,81227,http://www.moma.org/collection/works/81227,,,15.2,,36.8,,,26.4,,
Seated Woman,Henri Laurens,3409,"(French, 1885–1954)",(French),-1885,-1954,(Male),1926,Terra cotta,"14 1/2 x 9 x 7 1/4"" (36.8 x 22.8 x 18.5 cm) including base",Gift of Lucien Lefebvre-Foinet,258.1937,Sculpture,Painting & Sculpture,12/3/37,Y,81228,http://www.moma.org/collection/works/81228,http://www.moma.org/media/W1siZiIsIjcyODU4Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=36246dbfe1cf7823,,18.4,,36.8,,,22.9,,
Relief Construction,Joan Miró,4016,"(Spanish, 1893–1983)",(Spanish),-1893,-1983,(Male),"Montroig, August-November 1930","Oil on wood, nails, staples, and metal on wood panel
","35 7/8 x 27 5/8 x 6 3/8"" (91.1 x 70.2 x 16.2 cm)",Purchase,259.1937,Sculpture,Painting & Sculpture,12/3/37,Y,81232,http://www.moma.org/collection/works/81232,http://www.moma.org/media/W1siZiIsIjE2NTgwMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=309879790883472b,,16.2,,91.1,,,70.2,,
Head of a Woman,Henri Laurens,3409,"(French, 1885–1954)",(French),-1885,-1954,(Male),1915,Painted wood construction,"20 x 18 1/4"" (50.8 x 46.3 cm)",Van Gogh Purchase Fund,263.1937,Sculpture,Painting & Sculpture,12/3/37,Y,81242,http://www.moma.org/collection/works/81242,http://www.moma.org/media/W1siZiIsIjIxMDkyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=690d0d1197b11e54,,,,50.8,,,46.3,,
Construction within a Sphere,Georges Vantongerloo,6091,"(Belgian, 1886–1965)",(Belgian),-1886,-1965,(Male),1917,Silvered plaster,"7 x 5 1/2 x 6 3/4"" (17.8 x 14 x 17.2 cm)",Purchase,265.1937,Sculpture,Painting & Sculpture,12/3/37,Y,81249,http://www.moma.org/collection/works/81249,http://www.moma.org/media/W1siZiIsIjIyOTEwNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1992c89ed971ca21,,17.2,,17.8,,,14,,
Head,Julio González,2231,"(Spanish, 1876–1942)",(Spanish),-1876,-1942,(Male),c. 1935,Wrought iron,"18 1/4 x 17 x 8 1/2"" (46.4 x 43.2 x 21.6 cm), on base 3/4 x 6 1/4 x 6 1/4"" (1.9 x 15.9 x 15.9 cm)",Purchase,266.1937,Sculpture,Painting & Sculpture,12/3/37,Y,81251,http://www.moma.org/collection/works/81251,http://www.moma.org/media/W1siZiIsIjY2MjE1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=96254af7989855f7,,21.59,,46.3551,,,43.1801,,
Lunar Asparagus,Max Ernst,1752,"(French and American, born Germany. 1891–1976)",(French),-1891,-1976,(Male),1935,Plaster,"65 1/4 x 15 3/4 x 9 1/8"" (165.7 x 39.9 x 23.4 cm)",Purchase,273.1937,Sculpture,Painting & Sculpture,12/3/37,Y,81271,http://www.moma.org/collection/works/81271,http://www.moma.org/media/W1siZiIsIjc2Njg2Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=9071dd0c2a9076a0,,23.4,,165.7,,,39.9,,
The Horse,Raymond Duchamp-Villon,1635,"(French, 1876–1918)",(French),-1876,-1918,(Male),1914 (cast c. 1930-31),Bronze,"40 x 39 1/2 x 22 3/8"" (101.6 x 100.1 x 56.7 cm)",Van Gogh Purchase Fund,456.1937,Sculpture,Painting & Sculpture,12/3/37,Y,81482,http://www.moma.org/collection/works/81482,http://www.moma.org/media/W1siZiIsIjIyOTcxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=12662660ed21388c,,56.7,,101.6,,175.0885,100.1,,
¿Que Fais-Tu Pour Empêcher Cela?,"Augusto, Robert Capa","41764, 956","(Spanish, (dates unknown)) (American, born Hungary. 1913–1954)",(Spanish) (American),(0) (1913),(0) (1954),() (Male),1937,Lithograph,"31 3/4 x 22"" (80.6 x 55.9 cm)",Purchase,244.1937.1,Design,Architecture & Design,12/3/37,Y,159593,http://www.moma.org/collection/works/159593,http://www.moma.org/media/W1siZiIsIjYyNTQ0Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=a7e0b67713d6a6e4,,,,80.6,,,55.9,,
What Are You Doing to Prevent This?,Augusto,41764,"(Spanish, (dates unknown))",(Spanish),0,0,(),1937,Lithograph,"31 3/4 x 22"" (80.6 x 55.9 cm)",Special Purchase Fund (Exh. 65),244.1937.2,Design,Architecture & Design,12/3/37,Y,159594,http://www.moma.org/collection/works/159594,http://www.moma.org/media/W1siZiIsIjM5MTE5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=27388c1cf88d76cb,,,,80.6,,,55.9,,
Girl before a Mirror,Pablo Picasso,4609,"(Spanish, 1881–1973)",(Spanish),-1881,-1973,(Male),"Paris, March 14, 1932",Oil on canvas,"64 x 51 1/4"" (162.3 x 130.2 cm)",Gift of Mrs. Simon Guggenheim,2.1938,Painting,Painting & Sculpture,12/17/37,Y,78311,http://www.moma.org/collection/works/78311,http://www.moma.org/media/W1siZiIsIjIwMzk0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9ff5016f6835651d,,,,162.3,,,130.2,,
Barricade,José Clemente Orozco,4430,"(Mexican, 1883–1949)",(Mexican),-1883,-1949,(Male),1931,Oil on canvas,"55 x 45"" (139.7 x 114.3 cm)",Given anonymously,468.1937,Painting,Painting & Sculpture,12/28/37,Y,79790,http://www.moma.org/collection/works/79790,http://www.moma.org/media/W1siZiIsIjE1NzQ0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=32877c87f8e92177,,,,139.7,,,114.3,,
Zapatistas,José Clemente Orozco,4430,"(Mexican, 1883–1949)",(Mexican),-1883,-1949,(Male),1931,Oil on canvas,"45 x 55"" (114.3 x 139.7 cm)",Given anonymously,470.1937,Painting,Painting & Sculpture,12/28/37,Y,79798,http://www.moma.org/collection/works/79798,http://www.moma.org/media/W1siZiIsIjE1MTM0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8dcdbbfe66cb0e61,,,,114.3,,,139.7,,
